host_name,planet_letter,planet_name,controversial_flag,orbital_period,orbital_radius,eccentricity,planet_mass,planet_radius,optical_magnitude,near_ir_magnitude,spectral_type,stellar_temperature,stellar_surface_gravity,stellar_luminosity,stellar_mass,stellar_radius,stellar_metallicity,stellar_age
Kepler-333,c,Kepler-333 c,0,24.08821,0.135,,1.41,1.11,14.720999999999998,12.118,,4259.0,4.73,-0.857,0.66,0.53,-0.14,3.24
Kepler-334,b,Kepler-334 b,0,5.470319,0.061,,1.46,1.12,12.73,11.409,,5828.0,4.38,0.05,1.07,1.07,0.03,4.07
Kepler-334,c,Kepler-334 c,0,12.758005,0.107,,2.63,1.43,12.73,11.409,,5828.0,4.38,0.05,1.07,1.07,0.03,4.07
Kepler-334,d,Kepler-334 d,0,25.09849,0.168,,2.57,1.41,12.73,11.409,,5828.0,4.38,0.05,1.07,1.07,0.03,4.07
Kepler-281,c,Kepler-281 c,0,36.337373,0.215,,24.4,5.31,15.754000000000001,13.994000000000002,,5723.0,4.53,0.11900000000000001,0.95,0.9,0.02,4.68
Kepler-282,b,Kepler-282 b,0,9.220524,0.082,,1.01,1.01,15.177999999999999,13.65,,5602.0,4.46,0.085,0.9,0.9,-0.25,5.25
Kepler-282,c,Kepler-282 c,0,13.638723,0.106,,1.87,1.2,15.177999999999999,13.65,,5602.0,4.46,0.085,0.9,0.9,-0.25,5.25
Kepler-282,d,Kepler-282 d,0,24.806,,,61.0,2.46,15.177999999999999,13.65,,5602.0,4.46,0.085,0.9,0.9,-0.25,5.25
Kepler-282,e,Kepler-282 e,0,44.347,,,56.2,3.1,15.177999999999999,13.65,,5602.0,4.46,0.085,0.9,0.9,-0.25,5.25
Kepler-283,b,Kepler-283 b,0,11.008151,0.082,,5.18,2.13,15.875,13.139000000000001,,4351.0,4.72,-0.98,0.63,0.57,-0.17,3.09
Kepler-283,c,Kepler-283 c,0,92.743711,0.341,,3.97,1.82,15.875,13.139000000000001,,4351.0,4.72,-0.98,0.63,0.57,-0.17,3.09
Kepler-284,b,Kepler-284 b,0,12.699149,0.104,,5.65,2.24,15.812999999999999,14.079,,5615.0,4.58,-0.366,0.91,0.81,-0.02,4.47
Kepler-284,c,Kepler-284 c,0,37.514456,0.213,,7.32,2.61,15.812999999999999,14.079,,5615.0,4.58,-0.366,0.91,0.81,-0.02,4.47
Kepler-285,b,Kepler-285 b,0,2.633867,0.036,,2.36,1.34,15.152000000000001,13.319,,5411.0,4.58,-0.304,0.85,0.81,-0.1,4.17
Kepler-285,c,Kepler-285 c,0,6.186676,0.064,,1.46,1.12,15.152000000000001,13.319,,5411.0,4.58,-0.304,0.85,0.81,-0.1,4.17
Kepler-286,b,Kepler-286 b,0,1.796302,0.027,,2.07,1.24,15.545,14.120999999999999,,5580.0,4.5,-0.11599999999999999,0.96,0.86,-0.12,2.75
Kepler-286,c,Kepler-286 c,0,3.468095,0.042,,2.45,1.37,15.545,14.120999999999999,,5580.0,4.5,-0.11599999999999999,0.96,0.86,-0.12,2.75
Kepler-286,d,Kepler-286 d,0,5.914323,0.061,,2.33,1.33,15.545,14.120999999999999,,5580.0,4.5,-0.11599999999999999,0.96,0.86,-0.12,2.75
Kepler-286,e,Kepler-286 e,0,29.221289,0.176,,3.78,1.77,15.545,14.120999999999999,,5580.0,4.5,-0.11599999999999999,0.96,0.86,-0.12,2.75
Kepler-287,b,Kepler-287 b,0,20.342199,0.145,,6.04,2.33,14.744000000000002,13.135,K7 V,5806.0,4.4,-0.147,0.97,1.03,0.04,4.57
Kepler-287,c,Kepler-287 c,0,44.851896,0.246,,10.7,3.26,14.744000000000002,13.135,K7 V,5806.0,4.4,-0.147,0.97,1.03,0.04,4.57
Kepler-288,b,Kepler-288 b,0,6.097326,0.065,,3.43,1.67,15.152000000000001,13.587,,5918.0,4.35,0.008,1.03,1.09,0.06,3.72
Kepler-288,c,Kepler-288 c,0,19.305772,0.14,,8.5,2.85,15.152000000000001,13.587,,5918.0,4.35,0.008,1.03,1.09,0.06,3.72
Kepler-288,d,Kepler-288 d,0,56.633742,0.287,,7.61,2.67,15.152000000000001,13.587,,5918.0,4.35,0.008,1.03,1.09,0.06,3.72
Kepler-289,b,Kepler-289 b,0,34.545,0.21,,7.3,2.15,13.963,12.508,,5990.0,4.47,0.061,1.08,1.0,0.05,0.65
Kepler-289,c,Kepler-289 c,0,125.8518,0.51,,132.0,11.59,13.963,12.508,,5990.0,4.47,0.061,1.08,1.0,0.05,0.65
Kepler-289,d,Kepler-289 d,0,66.0634,0.33,,4.0,2.68,13.963,12.508,,5990.0,4.47,0.061,1.08,1.0,0.05,0.65
Kepler-290,b,Kepler-290 b,0,14.589347,0.11,,5.69,2.25,15.565,13.452,,5147.0,4.62,-0.615,0.79,0.74,-0.06,4.47
Kepler-290,c,Kepler-290 c,0,36.77031,0.205,,7.75,2.7,15.565,13.452,,5147.0,4.62,-0.615,0.79,0.74,-0.06,4.47
Kepler-291,b,Kepler-291 b,0,3.546511,0.047,,5.31,2.16,15.898,14.15,,6002.0,4.47,0.078,0.9,1.02,-0.11,4.37
Kepler-291,c,Kepler-291 c,0,5.700786,0.065,,4.19,1.88,15.898,14.15,,6002.0,4.47,0.078,0.9,1.02,-0.11,4.37
Kepler-292,b,Kepler-292 b,0,2.580827,0.035,,2.3,1.32,15.942,13.97,,5299.0,4.54,-0.397,0.85,0.83,-0.07,5.13
Kepler-292,c,Kepler-292 c,0,3.715335,0.045,,2.76,1.47,15.942,13.97,,5299.0,4.54,-0.397,0.85,0.83,-0.07,5.13
Kepler-292,d,Kepler-292 d,0,7.055679,0.068,,5.6,2.23,15.942,13.97,,5299.0,4.54,-0.397,0.85,0.83,-0.07,5.13
Kepler-292,e,Kepler-292 e,0,11.97901,0.097,,7.61,2.67,15.942,13.97,,5299.0,4.54,-0.397,0.85,0.83,-0.07,5.13
Kepler-292,f,Kepler-292 f,0,20.834237,0.141,,6.12,2.35,15.942,13.97,,5299.0,4.54,-0.397,0.85,0.83,-0.07,5.13
Kepler-293,b,Kepler-293 b,0,19.254196,0.144,,9.64,3.07,15.333,13.661,,5804.0,4.5,-0.24100000000000002,0.94,0.96,0.04,4.68
Kepler-293,c,Kepler-293 c,0,54.155743,0.286,,14.0,3.83,15.333,13.661,,5804.0,4.5,-0.24100000000000002,0.94,0.96,0.04,4.68
Kepler-294,b,Kepler-294 b,0,3.701212,0.048,,3.78,1.77,15.819,14.172,,5913.0,4.49,-0.14400000000000002,0.95,0.98,0.06,5.01
Kepler-294,c,Kepler-294 c,0,6.6264,0.071,,7.8,2.71,15.819,14.172,,5913.0,4.49,-0.14400000000000002,0.95,0.98,0.06,5.01
Kepler-295,b,Kepler-295 b,0,12.645164,0.099,,1.98,1.22,14.433,12.717,,5603.0,4.44,0.629,0.89,0.9,-0.01,4.79
Kepler-295,c,Kepler-295 c,0,21.526258,0.142,,1.71,1.17,14.433,12.717,,5603.0,4.44,0.629,0.89,0.9,-0.01,4.79
Kepler-295,d,Kepler-295 d,0,33.884054,0.192,,2.42,1.36,14.433,12.717,,5603.0,4.44,0.629,0.89,0.9,-0.01,4.79
Kepler-296,b,Kepler-296 b,0,10.864384,0.079,0.33,3.22,1.61,15.901,12.6,M2 V,3740.0,4.77,-1.5090000000000001,0.5,0.48,-0.08,4.2
Kepler-296,c,Kepler-296 c,0,5.8416366,0.0521,0.33,4.66,2.0,15.901,12.6,M2 V,3740.0,4.77,-1.5090000000000001,0.5,0.48,-0.08,4.2
Kepler-296,d,Kepler-296 d,0,19.850291,0.118,0.33,5.02,2.09,15.901,12.6,M2 V,3740.0,4.77,-1.5090000000000001,0.5,0.48,-0.08,4.2
Kepler-296,e,Kepler-296 e,0,34.14211,0.169,0.33,2.96,1.53,15.901,12.6,M2 V,3740.0,4.77,-1.5090000000000001,0.5,0.48,-0.08,4.2
Kepler-296,f,Kepler-296 f,0,63.33627,0.255,0.33,3.89,1.8,15.901,12.6,M2 V,3740.0,4.77,-1.5090000000000001,0.5,0.48,-0.08,4.2
Kepler-297,b,Kepler-297 b,0,38.871826,0.217,,48.5,2.87,14.192,12.78,,5619.0,4.47,-0.107,0.98,0.92,-0.1,3.47
Kepler-297,c,Kepler-297 c,0,74.920137,0.336,,42.1,6.54,14.192,12.78,,5619.0,4.47,-0.107,0.98,0.92,-0.1,3.47
Kepler-298,b,Kepler-298 b,0,10.475464,0.08,,4.5,1.96,15.418,13.075,,4465.0,4.71,-0.804,0.69,0.58,-0.21,2.4
Kepler-298,c,Kepler-298 c,0,22.92881,0.136,,4.38,1.93,15.418,13.075,,4465.0,4.71,-0.804,0.69,0.58,-0.21,2.4
Kepler-298,d,Kepler-298 d,0,77.473633,0.305,,6.8,2.5,15.418,13.075,,4465.0,4.71,-0.804,0.69,0.58,-0.21,2.4
Kepler-299,b,Kepler-299 b,0,2.927128,0.04,,2.3,1.32,15.01,13.436,,5617.0,4.39,-0.05,0.95,1.03,-0.01,6.03
Kepler-299,c,Kepler-299 c,0,6.885875,0.07,,7.51,2.65,15.01,13.436,,5617.0,4.39,-0.05,0.95,1.03,-0.01,6.03
Kepler-299,d,Kepler-299 d,0,15.054786,0.118,,4.12,1.86,15.01,13.436,,5617.0,4.39,-0.05,0.95,1.03,-0.01,6.03
Kepler-299,e,Kepler-299 e,0,38.285489,0.22,,4.16,1.87,15.01,13.436,,5617.0,4.39,-0.05,0.95,1.03,-0.01,6.03
Kepler-300,b,Kepler-300 b,0,10.446347,0.094,,3.43,1.67,14.18,12.742,,5986.0,4.53,0.311,1.07,0.9,0.04,3.63
Kepler-300,c,Kepler-300 c,0,40.714955,0.232,,5.69,2.25,14.18,12.742,,5986.0,4.53,0.311,1.07,0.9,0.04,3.63
Kepler-301,b,Kepler-301 b,0,2.508553,0.036,,2.39,1.35,14.274000000000001,12.706,,5815.0,4.53,-0.094,0.98,0.9,0.01,4.17
Kepler-301,c,Kepler-301 c,0,5.419026,0.06,,2.39,1.35,14.274000000000001,12.706,,5815.0,4.53,-0.094,0.98,0.9,0.01,4.17
Kepler-301,d,Kepler-301 d,0,13.751243,0.112,,3.71,1.75,14.274000000000001,12.706,,5815.0,4.53,-0.094,0.98,0.9,0.01,4.17
Kepler-302,b,Kepler-302 b,0,30.184104,0.193,,15.5,4.06,15.491,13.9,,5740.0,4.29,0.021,1.02,1.22,0.06,6.61
Kepler-302,c,Kepler-302 c,0,127.282184,0.503,,,12.45,15.491,13.9,,5740.0,4.29,0.021,1.02,1.22,0.06,6.61
Kepler-303,b,Kepler-303 b,0,1.937055,0.024,,0.64,0.89,14.395999999999999,11.595999999999998,M0 V,3944.0,4.77,-1.052,0.52,0.48,-0.53,3.31
Kepler-303,c,Kepler-303 c,0,7.061149,0.057,,1.55,1.14,14.395999999999999,11.595999999999998,M0 V,3944.0,4.77,-1.052,0.52,0.48,-0.53,3.31
Kepler-304,b,Kepler-304 b,0,3.295709,0.039,,8.55,2.86,14.831,12.626,,4731.0,4.63,-0.723,0.8,0.69,0.05,2.09
Kepler-304,c,Kepler-304 c,0,5.315946,0.054,,5.35,2.17,14.831,12.626,,4731.0,4.63,-0.723,0.8,0.69,0.05,2.09
Kepler-304,d,Kepler-304 d,0,9.653471,0.08,,8.0,2.75,14.831,12.626,,4731.0,4.63,-0.723,0.8,0.69,0.05,2.09
Kepler-305,b,Kepler-305 b,0,5.487,,,10.5,3.6,15.765999999999998,13.702,,5100.0,4.56,-0.48200000000000004,0.85,0.79,0.03,4.37
Kepler-305,c,Kepler-305 c,0,8.291,,,6.0,3.3,15.765999999999998,13.702,,5100.0,4.56,-0.48200000000000004,0.85,0.79,0.03,4.37
Kepler-305,d,Kepler-305 d,0,16.738661,0.121,,9.1,2.71,15.765999999999998,13.702,,5100.0,4.56,-0.48200000000000004,0.85,0.79,0.03,4.37
Kepler-335,b,Kepler-335 b,0,6.562331,0.075,,11.4,3.39,13.96,12.495999999999999,,5877.0,4.02,0.536,1.23,1.85,0.18,4.37
Kepler-335,c,Kepler-335 c,0,67.844469,0.356,,9.64,3.07,13.96,12.495999999999999,,5877.0,4.02,0.536,1.23,1.85,0.18,4.37
Kepler-336,b,Kepler-336 b,0,2.024823,0.033,,1.04,1.02,13.584000000000001,12.144,,5867.0,4.26,0.26,1.09,1.3,0.12,4.9
Kepler-336,c,Kepler-336 c,0,9.600001,0.092,,5.06,2.1,13.584000000000001,12.144,,5867.0,4.26,0.26,1.09,1.3,0.12,4.9
Kepler-336,d,Kepler-336 d,0,20.678772,0.154,,6.21,2.37,13.584000000000001,12.144,,5867.0,4.26,0.26,1.09,1.3,0.12,4.9
Kepler-337,b,Kepler-337 b,0,3.292781,0.045,,2.99,1.54,12.708,11.183,,5684.0,4.0,0.478,1.05,1.76,0.11,7.59
Kepler-337,c,Kepler-337 c,0,9.693201,0.093,,4.86,2.05,12.708,11.183,,5684.0,4.0,0.478,1.05,1.76,0.11,7.59
Kepler-338,b,Kepler-338 b,0,13.726976,0.117,0.04,30.6,2.44,12.083,10.755999999999998,,5923.0,4.02,0.534,1.2,1.74,0.02,4.79
Kepler-338,c,Kepler-338 c,0,24.310856,0.172,0.03,6.08,2.34,12.083,10.755999999999998,,5923.0,4.02,0.534,1.2,1.74,0.02,4.79
Kepler-338,d,Kepler-338 d,0,44.431014,0.257,0.03,9.27,3.0,12.083,10.755999999999998,,5923.0,4.02,0.534,1.2,1.74,0.02,4.79
Kepler-338,e,Kepler-338 e,0,9.341,,0.05,8.5,1.56,12.083,10.755999999999998,,5923.0,4.02,0.534,1.2,1.74,0.02,4.79
Kepler-339,b,Kepler-339 b,0,4.977656,0.055,,2.6,1.42,14.513,12.874,,5631.0,4.59,-0.321,0.93,0.8,-0.01,4.37
Kepler-339,c,Kepler-339 c,0,6.988055,0.069,,7.3,1.15,14.513,12.874,,5631.0,4.59,-0.321,0.93,0.8,-0.01,4.37
Kepler-339,d,Kepler-339 d,0,10.558345,0.091,,14.7,1.17,14.513,12.874,,5631.0,4.59,-0.321,0.93,0.8,-0.01,4.37
Kepler-340,b,Kepler-340 b,0,14.844387,0.134,,6.94,2.53,12.302999999999999,11.583,,6620.0,4.06,0.7909999999999999,1.65,1.85,0.06,1.29
Kepler-340,c,Kepler-340 c,0,22.824669,0.178,,11.3,3.37,12.302999999999999,11.583,,6620.0,4.06,0.7909999999999999,1.65,1.85,0.06,1.29
Kepler-341,b,Kepler-341 b,0,5.195528,0.06,,1.76,1.18,14.567,12.994000000000002,,6012.0,4.44,0.122,1.0,1.02,0.03,4.68
Kepler-341,c,Kepler-341 c,0,8.01041,0.08,,3.53,1.7,14.567,12.994000000000002,,6012.0,4.44,0.122,1.0,1.02,0.03,4.68
Kepler-341,d,Kepler-341 d,0,27.666313,0.182,,4.08,1.85,14.567,12.994000000000002,,6012.0,4.44,0.122,1.0,1.02,0.03,4.68
Kepler-341,e,Kepler-341 e,0,42.473269,0.242,,4.62,1.99,14.567,12.994000000000002,,6012.0,4.44,0.122,1.0,1.02,0.03,4.68
Kepler-342,b,Kepler-342 b,0,15.170318,0.128,,5.69,2.25,13.099,11.957,,6175.0,4.19,0.429,1.26,1.47,0.12,2.04
Kepler-342,c,Kepler-342 c,0,26.234138,0.185,,4.5,1.96,13.099,11.957,,6175.0,4.19,0.429,1.26,1.47,0.12,2.04
Kepler-342,d,Kepler-342 d,0,39.459357,0.242,,6.76,2.49,13.099,11.957,,6175.0,4.19,0.429,1.26,1.47,0.12,2.04
Kepler-343,b,Kepler-343 b,0,8.96855,0.088,,6.39,2.41,14.11,12.683,,5807.0,4.18,0.19,1.08,1.43,0.12,6.03
Kepler-343,c,Kepler-343 c,0,23.22182,0.167,,4.74,2.02,14.11,12.683,,5807.0,4.18,0.19,1.08,1.43,0.12,6.03
Kepler-344,b,Kepler-344 b,0,21.963945,0.153,,7.32,2.61,15.302999999999999,13.66,,5774.0,4.45,-0.204,0.93,0.98,0.03,4.68
Kepler-344,c,Kepler-344 c,0,125.596809,0.488,,9.01,2.95,15.302999999999999,13.66,,5774.0,4.45,-0.204,0.93,0.98,0.03,4.68
Kepler-345,b,Kepler-345 b,0,7.415563,0.066,,0.5,0.74,14.034,11.550999999999998,,4504.0,4.68,-0.495,0.72,0.62,-0.02,2.75
Kepler-345,c,Kepler-345 c,0,9.387427,0.077,,2.2,1.2,14.034,11.550999999999998,,4504.0,4.68,-0.495,0.72,0.62,-0.02,2.75
Kepler-346,b,Kepler-346 b,0,6.511127,0.071,,7.56,2.66,15.155,13.582,,6033.0,4.46,-0.16399999999999998,0.95,1.02,0.0,3.98
Kepler-346,c,Kepler-346 c,0,23.851549,0.168,,9.64,3.07,15.155,13.582,,6033.0,4.46,-0.16399999999999998,0.95,1.02,0.0,3.98
Kepler-347,b,Kepler-347 b,0,12.79836,0.11,,4.54,1.97,14.489,13.047,,6088.0,4.47,0.337,1.05,1.0,0.04,3.89
Kepler-347,c,Kepler-347 c,0,27.320871,0.183,,3.71,1.75,14.489,13.047,,6088.0,4.47,0.337,1.05,1.0,0.04,3.89
Kepler-348,b,Kepler-348 b,0,7.05677,0.076,,2.92,1.52,12.588,11.377,,6177.0,4.24,0.355,1.27,1.36,0.07,2.29
Kepler-348,c,Kepler-348 c,0,17.265427,0.138,,2.33,1.33,12.588,11.377,,6177.0,4.24,0.355,1.27,1.36,0.07,2.29
Kepler-349,b,Kepler-349 b,0,5.929778,0.065,,94.5,1.9,14.720999999999998,13.175999999999998,,5956.0,4.52,-0.045,1.12,0.93,0.03,3.09
Kepler-349,c,Kepler-349 c,0,12.247629,0.105,,4.5,1.96,14.720999999999998,13.175999999999998,,5956.0,4.52,-0.045,1.12,0.93,0.03,3.09
Kepler-350,b,Kepler-350 b,0,11.189562,0.104,,4.08,1.85,13.761,12.392999999999999,,6186.0,4.15,0.353,1.19,1.53,0.01,3.24
Kepler-350,c,Kepler-350 c,0,17.849,,,6.1,3.1,13.761,12.392999999999999,,6186.0,4.15,0.353,1.19,1.53,0.01,3.24
Kepler-350,d,Kepler-350 d,0,26.136,,,14.9,2.8,13.761,12.392999999999999,,6186.0,4.15,0.353,1.19,1.53,0.01,3.24
Kepler-351,b,Kepler-351 b,0,37.054919,0.214,,4.8,3.06,15.966,14.097000000000001,,5643.0,4.56,-0.389,0.81,0.85,-0.16,4.9
Kepler-351,c,Kepler-351 c,0,57.24809,0.287,,11.1,3.19,15.966,14.097000000000001,,5643.0,4.56,-0.389,0.81,0.85,-0.16,4.9
Kepler-352,b,Kepler-352 b,0,10.05537,0.085,,0.566,0.86,12.956,11.132,,5212.0,4.57,-0.467,0.86,0.78,-0.07,3.47
Kepler-352,c,Kepler-352 c,0,16.332995,0.118,,2.07,1.24,12.956,11.132,,5212.0,4.57,-0.467,0.86,0.78,-0.07,3.47
Kepler-353,b,Kepler-353 b,0,5.795278,0.051,,0.64,0.89,15.725,12.808,,3903.0,4.75,-1.0,0.58,0.5,-0.12,3.39
Kepler-353,c,Kepler-353 c,0,8.410894,0.065,,2.48,1.38,15.725,12.808,,3903.0,4.75,-1.0,0.58,0.5,-0.12,3.39
Kepler-354,b,Kepler-354 b,0,5.47666,0.054,,4.04,1.84,15.556,13.16,,4648.0,4.63,-0.777,0.73,0.67,-0.03,5.25
Kepler-354,c,Kepler-354 c,0,16.934402,0.115,,2.27,1.31,15.556,13.16,,4648.0,4.63,-0.777,0.73,0.67,-0.03,5.25
Kepler-354,d,Kepler-354 d,0,24.209842,0.146,,2.07,1.24,15.556,13.16,,4648.0,4.63,-0.777,0.73,0.67,-0.03,5.25
Kepler-355,b,Kepler-355 b,0,11.03189,0.102,,2.73,1.46,15.065999999999999,13.673,,6184.0,4.44,0.19399999999999998,0.99,1.07,-0.06,3.72
Kepler-355,c,Kepler-355 c,0,25.762294,0.179,,7.8,2.71,15.065999999999999,13.673,,6184.0,4.44,0.19399999999999998,0.99,1.07,-0.06,3.72
Kepler-356,b,Kepler-356 b,0,4.612696,0.057,,3.09,1.57,12.965,11.704,,6133.0,4.26,0.39799999999999996,1.17,1.33,0.02,3.24
Kepler-356,c,Kepler-356 c,0,13.121632,0.115,,3.93,1.81,12.965,11.704,,6133.0,4.26,0.39799999999999996,1.17,1.33,0.02,3.24
Kepler-357,b,Kepler-357 b,0,6.475434,0.063,,4.04,1.84,15.522,13.408,,5036.0,4.5,-0.591,0.81,0.83,0.01,4.47
Kepler-357,c,Kepler-357 c,0,16.85837,0.12,,7.61,2.67,15.522,13.408,,5036.0,4.5,-0.591,0.81,0.83,0.01,4.47
Kepler-357,d,Kepler-357 d,0,49.499875,0.246,,11.6,3.43,15.522,13.408,,5036.0,4.5,-0.591,0.81,0.83,0.01,4.47
Kepler-358,b,Kepler-358 b,0,34.060467,0.21,,7.85,2.72,15.356,13.652000000000001,,5908.0,4.5,-0.145,0.94,0.95,0.02,5.01
Kepler-358,c,Kepler-358 c,0,83.488369,0.381,,8.5,2.85,15.356,13.652000000000001,,5908.0,4.5,-0.145,0.94,0.95,0.02,5.01
Kepler-359,b,Kepler-359 b,0,25.563222,0.178,,12.2,3.53,15.880999999999998,14.487,,6248.0,4.43,-0.11699999999999999,1.14,1.09,0.08,3.02
Kepler-359,c,Kepler-359 c,0,57.68802,0.307,,2.9,4.3,15.880999999999998,14.487,,6248.0,4.43,-0.11699999999999999,1.14,1.09,0.08,3.02
Kepler-359,d,Kepler-359 d,0,77.095691,0.372,,2.7,4.01,15.880999999999998,14.487,,6248.0,4.43,-0.11699999999999999,1.14,1.09,0.08,3.02
Kepler-360,b,Kepler-360 b,0,3.289672,0.044,,3.36,1.65,14.812999999999999,13.228,,6053.0,4.42,-0.134,0.95,1.06,-0.02,4.17
Kepler-360,c,Kepler-360 c,0,7.186434,0.075,,5.06,2.1,14.812999999999999,13.228,,6053.0,4.42,-0.134,0.95,1.06,-0.02,4.17
Kepler-361,b,Kepler-361 b,0,8.486616,0.086,,2.7,1.45,13.545,12.198,,6169.0,4.25,0.413,1.17,1.34,0.0,3.16
Kepler-361,c,Kepler-361 c,0,55.188023,0.3,,6.9,2.52,13.545,12.198,,6169.0,4.25,0.413,1.17,1.34,0.0,3.16
Kepler-362,b,Kepler-362 b,0,10.327186,0.087,,0.615,0.88,14.485999999999999,12.784,,5788.0,4.64,0.191,0.86,0.72,-0.23,4.27
Kepler-362,c,Kepler-362 c,0,37.866281,0.207,,2.7,1.45,14.485999999999999,12.784,,5788.0,4.64,0.191,0.86,0.72,-0.23,4.27
Kepler-363,b,Kepler-363 b,0,3.614568,0.048,,1.65,1.16,13.315999999999999,11.697000000000001,,5593.0,4.15,0.348,1.1,1.49,0.37,5.25
Kepler-363,c,Kepler-363 c,0,7.542427,0.079,,66.4,1.69,13.315999999999999,11.697000000000001,,5593.0,4.15,0.348,1.1,1.49,0.37,5.25
Kepler-363,d,Kepler-363 d,0,11.932125,0.107,,4.86,2.05,13.315999999999999,11.697000000000001,,5593.0,4.15,0.348,1.1,1.49,0.37,5.25
Kepler-364,b,Kepler-364 b,0,25.745718,0.178,,3.02,1.55,13.613,12.388,,6108.0,4.27,0.341,1.19,1.28,0.03,3.47
Kepler-364,c,Kepler-364 c,0,59.980627,0.312,,5.27,2.15,13.613,12.388,,6108.0,4.27,0.341,1.19,1.28,0.03,3.47
Kepler-365,b,Kepler-365 b,0,10.664903,0.098,,4.82,2.04,14.651,13.145,,6012.0,4.43,0.11199999999999999,1.02,1.05,0.06,4.27
Kepler-365,c,Kepler-365 c,0,17.784129,0.137,,3.33,1.64,14.651,13.145,,6012.0,4.43,0.11199999999999999,1.02,1.05,0.06,4.27
Kepler-366,b,Kepler-366 b,0,3.281959,0.045,,2.73,1.46,14.79,13.350999999999999,,6209.0,4.45,0.541,1.07,1.05,0.01,3.39
Kepler-366,c,Kepler-366 c,0,12.51616,0.11,,3.86,1.79,14.79,13.350999999999999,,6209.0,4.45,0.541,1.07,1.05,0.01,3.39
Kepler-367,b,Kepler-367 b,0,37.815724,0.201,,2.24,1.3,12.847999999999999,10.674000000000001,,4710.0,4.63,-0.6509999999999999,0.81,0.69,0.0,2.29
Kepler-367,c,Kepler-367 c,0,53.578637,0.253,,1.87,1.2,12.847999999999999,10.674000000000001,,4710.0,4.63,-0.6509999999999999,0.81,0.69,0.0,2.29
Kepler-368,b,Kepler-368 b,0,26.84768,0.186,,10.7,3.26,12.838,11.175,,5502.0,3.9,0.5479999999999999,0.97,2.02,0.09,10.47
Kepler-368,c,Kepler-368 c,0,72.379334,0.36,,14.3,3.88,12.838,11.175,,5502.0,3.9,0.5479999999999999,0.97,2.02,0.09,10.47
Kepler-369,b,Kepler-369 b,0,2.732756,0.03,,1.51,1.13,15.668,12.395,,3591.0,4.79,-1.42,0.5,0.47,-0.09,4.17
Kepler-369,c,Kepler-369 c,0,14.871572,0.094,,2.57,1.41,15.668,12.395,,3591.0,4.79,-1.42,0.5,0.47,-0.09,4.17
Kepler-370,b,Kepler-370 b,0,4.57953,0.054,,3.15,1.59,15.16,13.55,,5852.0,4.53,-0.013000000000000001,0.98,0.9,0.03,4.47
Kepler-370,c,Kepler-370 c,0,19.02293,0.14,,4.31,1.91,15.16,13.55,,5852.0,4.53,-0.013000000000000001,0.98,0.9,0.03,4.47
Kepler-371,b,Kepler-371 b,0,34.763278,0.2,,4.23,1.89,13.798,12.344000000000001,,5666.0,4.39,0.193,0.93,0.99,-0.2,5.5
Kepler-371,c,Kepler-371 c,0,67.968015,0.313,,3.82,1.78,13.798,12.344000000000001,,5666.0,4.39,0.193,0.93,0.99,-0.2,5.5
Kepler-372,b,Kepler-372 b,0,6.849692,0.075,,2.42,1.36,14.834000000000001,13.559000000000001,,6509.0,4.41,0.319,1.12,1.14,-0.02,3.09
Kepler-372,c,Kepler-372 c,0,20.053763,0.154,,5.02,2.09,14.834000000000001,13.559000000000001,,6509.0,4.41,0.319,1.12,1.14,-0.02,3.09
Kepler-372,d,Kepler-372 d,0,30.092568,0.201,,3.5,1.69,14.834000000000001,13.559000000000001,,6509.0,4.41,0.319,1.12,1.14,-0.02,3.09
Kepler-373,b,Kepler-373 b,0,5.535309,0.06,,2.42,1.36,14.485999999999999,12.859000000000002,,5787.0,4.56,0.19399999999999998,0.93,0.84,-0.04,4.17
Kepler-373,c,Kepler-373 c,0,16.725948,0.126,,2.07,1.24,14.485999999999999,12.859000000000002,,5787.0,4.56,0.19399999999999998,0.93,0.84,-0.04,4.17
Kepler-374,b,Kepler-374 b,0,1.897806,0.029,,1.08,1.03,14.661,13.136,,5977.0,4.48,0.257,1.04,0.91,0.03,3.89
Kepler-374,c,Kepler-374 c,0,3.282807,0.042,,1.37,1.1,14.661,13.136,,5977.0,4.48,0.257,1.04,0.91,0.03,3.89
Kepler-374,d,Kepler-374 d,0,5.028219,0.056,,2.27,1.31,14.661,13.136,,5977.0,4.48,0.257,1.04,0.91,0.03,3.89
Kepler-375,b,Kepler-375 b,0,12.125934,0.101,,2.7,1.45,15.677,14.081,,5826.0,4.57,-0.166,0.9,0.84,-0.13,4.17
Kepler-375,c,Kepler-375 c,0,19.986326,0.141,,7.51,2.65,15.677,14.081,,5826.0,4.57,-0.166,0.9,0.84,-0.13,4.17
Kepler-376,b,Kepler-376 b,0,4.920199,0.057,,1.24,1.07,13.734000000000002,12.32,,5900.0,4.3,0.32899999999999996,1.06,1.18,0.02,5.89
Kepler-376,c,Kepler-376 c,0,14.172327,0.115,,3.86,1.79,13.734000000000002,12.32,,5900.0,4.3,0.32899999999999996,1.06,1.18,0.02,5.89
Kepler-377,b,Kepler-377 b,0,12.509529,0.109,,2.51,1.39,13.831,12.469000000000001,,5949.0,4.3,0.19,1.07,1.22,0.01,4.37
Kepler-377,c,Kepler-377 c,0,27.014976,0.182,,4.9,2.06,13.831,12.469000000000001,,5949.0,4.3,0.19,1.07,1.22,0.01,4.37
